orf_id	aa_A	aa_C	aa_D	aa_E	aa_F	aa_G	aa_H	aa_I	aa_K	aa_L	aa_M	aa_N	aa_P	aa_Q	aa_R	aa_S	aa_T	aa_V	aa_W	aa_Y	grp_tiny	grp_small	grp_aliphatic	grp_aromatic	grp_polar	grp_nonpolar	grp_charged	grp_turnforming	phys_mw	phys_charge	phys_hydrophobicity	phys_hydro_ratio	phys_amphipathic	phys_boman	phys_ww	phys_aliphatic_idx	phys_gravy	phys_pi	phys_aromaticity	phys_disorder	dp_LL	dp_KK	dp_KL	dp_LK	dp_AA	dp_GG	dp_RR	dp_VV
contig_4_s+_f1_orf84	0.08	0.02	0.02	0.14	0.06	0.06	0.08	0.06	0.02	0.04	0.12	0.0	0.0	0.0	0.02	0.0	0.02	0.16	0.04	0.06	0.14	0.36	0.34	0.16	0.32	0.62	0.28	0.08	5978.7	-2	0.3432	0.56	0.1536	-0.6296	0.1864	93.4	0.548	6.8	0.16	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020408
contig_1_s-_f1_orf508	0.080357	0.035714	0.044643	0.035714	0.017857	0.053571	0.0625	0.053571	0.098214	0.008929	0.017857	0.053571	0.0625	0.044643	0.044643	0.0625	0.071429	0.044643	0.035714	0.071429	0.196429	0.508929	0.1875	0.125	0.553571	0.375	0.285714	0.276786	12972.8	14	-0.1413	0.2589	0.2168	-0.0425	0.2619	45.36	-0.975	7.62	0.125	0.4375	0.0	0.0	0.0	0.009009	0.018018	0.009009	0.0	0.009009
contig_4_s-_f0_orf620	0.045455	0.045455	0.045455	0.022727	0.0	0.0	0.159091	0.090909	0.045455	0.045455	0.045455	0.113636	0.090909	0.045455	0.022727	0.045455	0.068182	0.022727	0.045455	0.0	0.090909	0.477273	0.204545	0.045455	0.613636	0.386364	0.295455	0.295455	5203.7	7	-0.0695	0.2955	0.3594	-0.1684	0.3205	64.32	-0.8955	7.8	0.0455	0.2955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_1_s+_f2_orf367	0.101695	0.050847	0.016949	0.033898	0.050847	0.050847	0.067797	0.050847	0.067797	0.033898	0.067797	0.050847	0.050847	0.050847	0.033898	0.067797	0.033898	0.033898	0.050847	0.033898	0.220339	0.457627	0.220339	0.135593	0.474576	0.491525	0.220339	0.237288	6855.5	7	0.0532	0.3898	0.1775	-0.2949	0.1349	53.05	-0.3559	7.59	0.1356	0.4237	0.0	0.034483	0.017241	0.0	0.0	0.0	0.0	0.0
contig_1_s-_f0_orf518	0.14	0.06	0.04	0.08	0.02	0.04	0.06	0.06	0.0	0.04	0.04	0.04	0.06	0.02	0.02	0.04	0.08	0.0	0.08	0.08	0.22	0.5	0.24	0.18	0.44	0.48	0.2	0.22	5852.2	-2	0.1616	0.38	0.0847	-0.2752	0.099	53.0	-0.332	6.8	0.18	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_1_s+_f0_orf579	0.0625	0.0375	0.025	0.0375	0.05	0.025	0.05	0.05	0.0375	0.025	0.05	0.0875	0.075	0.0375	0.0375	0.025	0.1125	0.0625	0.0375	0.075	0.1125	0.5125	0.2	0.1625	0.4875	0.4375	0.1875	0.2375	9491.3	5	0.0434	0.3375	0.1854	-0.2841	0.1201	53.62	-0.4675	7.31	0.1625	0.3	0.0	0.012658	0.0	0.0	0.012658	0.0	0.0	0.012658
contig_6_s+_f1_orf526	0.049689	0.031056	0.031056	0.086957	0.024845	0.043478	0.037267	0.068323	0.080745	0.074534	0.062112	0.018634	0.043478	0.049689	0.068323	0.049689	0.037267	0.024845	0.080745	0.037267	0.142857	0.329193	0.217391	0.142857	0.490683	0.47205	0.304348	0.186335	19740.9	11	-0.0583	0.3851	0.0486	-0.2964	0.1812	67.89	-0.618	7.34	0.1429	0.4037	0.0	0.0125	0.0125	0.01875	0.0	0.0	0.00625	0.0
contig_1_s-_f2_orf184	0.037037	0.037037	0.074074	0.055556	0.074074	0.092593	0.111111	0.018519	0.055556	0.074074	0.018519	0.0	0.055556	0.092593	0.074074	0.037037	0.018519	0.055556	0.0	0.018519	0.166667	0.407407	0.185185	0.092593	0.555556	0.425926	0.37037	0.259259	6284.6	6	-0.1556	0.2778	0.2271	-0.0841	0.3785	55.93	-0.8759	7.56	0.0926	0.4259	0.018868	0.0	0.018868	0.0	0.0	0.018868	0.037736	0.0
contig_4_s-_f2_orf589	0.045455	0.045455	0.030303	0.045455	0.0	0.060606	0.106061	0.060606	0.045455	0.030303	0.075758	0.045455	0.060606	0.0	0.0	0.090909	0.015152	0.060606	0.090909	0.090909	0.19697	0.454545	0.19697	0.181818	0.424242	0.484848	0.227273	0.287879	7912.6	5	0.1806	0.3636	0.2556	-0.4373	0.0529	57.58	-0.3636	7.38	0.1818	0.3485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015385
contig_6_s-_f0_orf208	0.041958	0.06993	0.034965	0.034965	0.020979	0.062937	0.090909	0.041958	0.083916	0.006993	0.083916	0.048951	0.027972	0.020979	0.055944	0.048951	0.097902	0.034965	0.027972	0.062937	0.153846	0.468531	0.125874	0.111888	0.587413	0.34965	0.300699	0.223776	16893.5	23	-0.1302	0.2587	0.0546	-0.1288	0.2508	33.43	-0.8133	7.8	0.1119	0.3217	0.0	0.0	0.0	0.007042	0.0	0.0	0.007042	0.0
contig_5_s+_f2_orf542	0.058824	0.068627	0.068627	0.068627	0.058824	0.019608	0.078431	0.009804	0.029412	0.058824	0.098039	0.058824	0.039216	0.068627	0.068627	0.039216	0.04902	0.029412	0.019608	0.009804	0.117647	0.431373	0.156863	0.088235	0.598039	0.392157	0.313725	0.22549	12208.3	4	-0.1461	0.3333	0.0999	-0.1225	0.3354	41.18	-0.748	7.2	0.0882	0.3235	0.0	0.0	0.0	0.009901	0.0	0.0	0.009901	0.009901
contig_1_s+_f0_orf42	0.057471	0.034483	0.034483	0.068966	0.034483	0.022989	0.057471	0.068966	0.137931	0.091954	0.091954	0.022989	0.011494	0.0	0.091954	0.011494	0.022989	0.045977	0.068966	0.022989	0.091954	0.264368	0.264368	0.126437	0.482759	0.494253	0.390805	0.103448	10919.7	16	-0.1037	0.4598	0.2197	-0.3825	0.2068	81.84	-0.4092	7.92	0.1264	0.3103	0.011628	0.0	0.034884	0.0	0.0	0.0	0.011628	0.0
contig_4_s-_f2_orf381	0.018868	0.081761	0.031447	0.050314	0.025157	0.069182	0.037736	0.044025	0.056604	0.069182	0.075472	0.031447	0.050314	0.056604	0.018868	0.044025	0.044025	0.056604	0.075472	0.062893	0.132075	0.427673	0.188679	0.163522	0.45283	0.484277	0.194969	0.226415	19028.1	5	0.1296	0.3648	0.4129	-0.4155	0.059	62.45	-0.1937	7.16	0.1635	0.3459	0.0	0.0	0.006329	0.012658	0.0	0.006329	0.0	0.006329
contig_3_s-_f2_orf436	0.032258	0.069892	0.075269	0.016129	0.053763	0.032258	0.064516	0.048387	0.037634	0.021505	0.086022	0.032258	0.053763	0.037634	0.043011	0.053763	0.080645	0.05914	0.043011	0.05914	0.11828	0.489247	0.16129	0.155914	0.510753	0.430108	0.236559	0.247312	22274.6	10	0.0433	0.3441	0.2142	-0.3369	0.121	47.63	-0.3306	7.27	0.1559	0.2634	0.0	0.0	0.0	0.005405	0.0	0.0	0.005405	0.0
contig_2_s-_f1_orf163	0.029126	0.029126	0.009709	0.019417	0.048544	0.058252	0.058252	0.029126	0.038835	0.038835	0.07767	0.087379	0.087379	0.029126	0.048544	0.067961	0.067961	0.067961	0.038835	0.067961	0.15534	0.504854	0.165049	0.15534	0.456311	0.475728	0.174757	0.31068	12133.3	12	0.0403	0.3301	0.0723	-0.3547	0.0742	49.13	-0.4816	7.58	0.1553	0.3301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_2_s-_f1_orf335	0.036364	0.018182	0.018182	0.036364	0.0	0.072727	0.018182	0.090909	0.072727	0.018182	0.072727	0.072727	0.127273	0.036364	0.036364	0.018182	0.072727	0.072727	0.054545	0.054545	0.127273	0.509091	0.218182	0.109091	0.4	0.545455	0.181818	0.309091	6359.0	4	0.06	0.3455	0.1978	-0.3282	0.1453	67.27	-0.4636	7.36	0.1091	0.4	0.0	0.018519	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s-_f1_orf409	0.054795	0.013699	0.041096	0.082192	0.041096	0.054795	0.082192	0.027397	0.082192	0.027397	0.068493	0.082192	0.027397	0.082192	0.041096	0.0	0.068493	0.054795	0.027397	0.041096	0.109589	0.39726	0.164384	0.109589	0.575342	0.383562	0.328767	0.205479	8775.4	6	-0.1762	0.3014	0.0143	-0.0511	0.3559	42.74	-1.1315	7.41	0.1096	0.3836	0.0	0.013889	0.0	0.0	0.013889	0.013889	0.0	0.0
contig_2_s+_f0_orf546	0.018349	0.045872	0.045872	0.119266	0.055046	0.055046	0.036697	0.073394	0.027523	0.073394	0.082569	0.036697	0.045872	0.036697	0.055046	0.036697	0.073394	0.018349	0.055046	0.009174	0.110092	0.376147	0.183486	0.119266	0.513761	0.477064	0.284404	0.220183	13106.3	-5	0.026	0.3761	0.2359	-0.3159	0.2372	64.4	-0.4	6.77	0.1193	0.3394	0.0	0.009259	0.0	0.009259	0.0	0.0	0.009259	0.0
contig_4_s+_f0_orf374	0.054217	0.03012	0.054217	0.048193	0.024096	0.072289	0.042169	0.03012	0.054217	0.036145	0.066265	0.096386	0.048193	0.054217	0.036145	0.054217	0.048193	0.054217	0.054217	0.042169	0.180723	0.512048	0.174699	0.120482	0.518072	0.439759	0.23494	0.325301	19311.4	5	-0.0603	0.3193	0.2246	-0.1584	0.2039	46.99	-0.8145	7.15	0.1205	0.3855	0.0	0.012121	0.0	0.006061	0.0	0.006061	0.0	0.0
contig_1_s+_f2_orf96	0.049296	0.049296	0.042254	0.056338	0.049296	0.035211	0.049296	0.042254	0.056338	0.035211	0.077465	0.06338	0.042254	0.105634	0.042254	0.035211	0.049296	0.042254	0.042254	0.035211	0.119718	0.408451	0.169014	0.126761	0.549296	0.415493	0.246479	0.21831	17088.7	7	-0.0792	0.338	0.2324	-0.1873	0.2274	47.39	-0.7338	7.25	0.1268	0.3803	0.0	0.0	0.0	0.007092	0.007092	0.0	0.007092	0.0
contig_1_s+_f1_orf432	0.086957	0.101449	0.043478	0.057971	0.014493	0.014493	0.057971	0.072464	0.043478	0.028986	0.057971	0.072464	0.028986	0.043478	0.057971	0.028986	0.086957	0.043478	0.028986	0.028986	0.130435	0.507246	0.231884	0.072464	0.594203	0.376812	0.26087	0.188406	8032.9	4	-0.0633	0.3333	0.0955	-0.1423	0.2939	60.87	-0.3971	7.29	0.0725	0.3043	0.0	0.0	0.0	0.0	0.014706	0.0	0.0	0.0
contig_4_s+_f0_orf517	0.036842	0.078947	0.047368	0.047368	0.036842	0.036842	0.047368	0.068421	0.052632	0.068421	0.063158	0.042105	0.063158	0.052632	0.052632	0.042105	0.031579	0.026316	0.047368	0.057895	0.115789	0.405263	0.2	0.142105	0.494737	0.447368	0.247368	0.231579	22912.5	11	0.0086	0.3474	0.2569	-0.3183	0.1504	64.68	-0.3811	7.29	0.1421	0.3316	0.010582	0.005291	0.0	0.0	0.0	0.0	0.0	0.0
contig_6_s-_f0_orf277	0.042553	0.069149	0.037234	0.058511	0.026596	0.047872	0.047872	0.069149	0.037234	0.037234	0.079787	0.031915	0.06383	0.053191	0.021277	0.058511	0.026596	0.074468	0.047872	0.069149	0.148936	0.452128	0.223404	0.143617	0.441489	0.489362	0.202128	0.239362	22168.5	2	0.1443	0.3777	0.1537	-0.3968	0.1336	67.34	-0.1059	7.05	0.1436	0.3617	0.0	0.0	0.005348	0.0	0.005348	0.0	0.0	0.016043
contig_4_s-_f0_orf245	0.068966	0.103448	0.086207	0.068966	0.0	0.034483	0.017241	0.068966	0.034483	0.017241	0.086207	0.017241	0.068966	0.034483	0.103448	0.017241	0.034483	0.051724	0.017241	0.068966	0.12069	0.482759	0.206897	0.086207	0.517241	0.413793	0.310345	0.224138	6863.6	0	-0.1426	0.3103	0.1855	-0.1157	0.3381	55.52	-0.5069	7.0	0.0862	0.3276	0.0	0.0	0.0	0.0	0.017544	0.0	0.0	0.0
contig_1_s-_f0_orf56	0.085714	0.0	0.114286	0.057143	0.085714	0.028571	0.085714	0.028571	0.0	0.085714	0.028571	0.028571	0.0	0.028571	0.114286	0.028571	0.057143	0.057143	0.028571	0.028571	0.142857	0.4	0.257143	0.142857	0.514286	0.428571	0.371429	0.2	4229.3	1	-0.1134	0.4	0.1057	-0.2237	0.25	69.71	-0.5829	7.14	0.1429	0.2286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s+_f0_orf363	0.043011	0.096774	0.021505	0.032258	0.043011	0.032258	0.053763	0.021505	0.064516	0.064516	0.075269	0.021505	0.032258	0.086022	0.053763	0.064516	0.010753	0.043011	0.064516	0.075269	0.139785	0.365591	0.172043	0.182796	0.505376	0.419355	0.225806	0.172043	11491.0	11	-0.0098	0.3548	0.2856	-0.3441	0.069	50.32	-0.4043	7.59	0.1828	0.3548	0.01087	0.0	0.01087	0.01087	0.01087	0.01087	0.0	0.0
contig_6_s+_f1_orf578	0.042857	0.05	0.057143	0.028571	0.057143	0.035714	0.057143	0.05	0.057143	0.078571	0.057143	0.042857	0.05	0.05	0.05	0.057143	0.021429	0.042857	0.071429	0.042857	0.135714	0.4	0.214286	0.171429	0.471429	0.485714	0.25	0.242857	17064.9	11	0.0414	0.4	0.2882	-0.3984	0.0729	66.86	-0.3564	7.39	0.1714	0.3214	0.0	0.0	0.0	0.028777	0.0	0.0	0.007194	0.0
contig_5_s+_f1_orf259	0.068323	0.043478	0.080745	0.062112	0.012422	0.062112	0.049689	0.049689	0.037267	0.062112	0.062112	0.055901	0.068323	0.043478	0.080745	0.031056	0.049689	0.031056	0.031056	0.018634	0.161491	0.490683	0.21118	0.062112	0.534161	0.447205	0.310559	0.298137	18570.8	4	-0.1419	0.3168	0.3258	-0.0934	0.3366	59.44	-0.787	7.12	0.0621	0.3727	0.0	0.0	0.0	0.00625	0.0	0.0	0.00625	0.00625
contig_3_s+_f1_orf559	0.022857	0.017143	0.028571	0.051429	0.062857	0.051429	0.062857	0.04	0.08	0.062857	0.057143	0.057143	0.051429	0.017143	0.068571	0.062857	0.051429	0.034286	0.074286	0.045714	0.137143	0.377143	0.16	0.182857	0.497143	0.457143	0.291429	0.251429	21594.7	23	-0.0631	0.3543	0.0316	-0.3263	0.1053	52.34	-0.7457	7.66	0.1829	0.3371	0.005747	0.005747	0.0	0.0	0.005747	0.0	0.0	0.0
contig_6_s-_f1_orf108	0.03125	0.03125	0.015625	0.09375	0.03125	0.015625	0.015625	0.015625	0.078125	0.0625	0.078125	0.015625	0.0625	0.03125	0.015625	0.046875	0.15625	0.0625	0.046875	0.09375	0.09375	0.4375	0.171875	0.171875	0.5	0.40625	0.21875	0.15625	7728.6	0	0.0469	0.3281	0.2582	-0.2998	0.1438	51.72	-0.4484	7.0	0.1719	0.3594	0.0	0.015873	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s-_f0_orf217	0.045752	0.045752	0.052288	0.03268	0.039216	0.058824	0.019608	0.052288	0.026144	0.045752	0.045752	0.058824	0.065359	0.058824	0.058824	0.058824	0.078431	0.058824	0.078431	0.019608	0.163399	0.522876	0.202614	0.137255	0.490196	0.490196	0.189542	0.294118	17909.3	3	0.029	0.366	0.1003	-0.3075	0.0928	59.87	-0.415	7.1	0.1373	0.3464	0.0	0.006579	0.006579	0.0	0.006579	0.006579	0.0	0.006579
contig_6_s-_f2_orf600	0.079365	0.039683	0.039683	0.055556	0.047619	0.071429	0.047619	0.02381	0.031746	0.055556	0.079365	0.111111	0.039683	0.02381	0.071429	0.02381	0.02381	0.031746	0.039683	0.063492	0.174603	0.460317	0.190476	0.150794	0.468254	0.468254	0.246032	0.285714	14969.0	7	-0.0547	0.3571	0.2322	-0.2226	0.1631	48.1	-0.6714	7.28	0.1508	0.3254	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0
contig_1_s-_f1_orf160	0.068966	0.043103	0.025862	0.043103	0.017241	0.051724	0.043103	0.034483	0.068966	0.077586	0.043103	0.086207	0.068966	0.025862	0.043103	0.043103	0.034483	0.086207	0.060345	0.034483	0.163793	0.508621	0.267241	0.112069	0.456897	0.508621	0.224138	0.275862	13437.8	10	0.0336	0.3879	0.1816	-0.3066	0.1572	75.6	-0.3491	7.43	0.1121	0.3707	0.008696	0.008696	0.008696	0.017391	0.0	0.008696	0.0	0.008696
contig_3_s-_f0_orf139	0.034722	0.055556	0.0625	0.069444	0.048611	0.069444	0.0625	0.020833	0.076389	0.048611	0.048611	0.069444	0.034722	0.013889	0.0625	0.041667	0.055556	0.034722	0.055556	0.034722	0.145833	0.458333	0.138889	0.138889	0.569444	0.395833	0.333333	0.277778	17240.4	10	-0.1457	0.2917	0.2406	-0.1147	0.2566	40.62	-0.9292	7.35	0.1389	0.3403	0.013986	0.013986	0.0	0.0	0.0	0.0	0.0	0.0
contig_6_s+_f1_orf136	0.016129	0.048387	0.016129	0.064516	0.096774	0.064516	0.048387	0.032258	0.096774	0.032258	0.048387	0.048387	0.064516	0.096774	0.016129	0.064516	0.0	0.032258	0.064516	0.048387	0.145161	0.354839	0.112903	0.209677	0.5	0.451613	0.241935	0.258065	7604.3	5	-0.0119	0.3226	0.1148	-0.2635	0.1232	36.13	-0.7806	7.4	0.2097	0.4677	0.0	0.0	0.016393	0.016393	0.0	0.0	0.0	0.0
contig_4_s+_f0_orf402	0.054054	0.032432	0.037838	0.102703	0.032432	0.043243	0.054054	0.032432	0.054054	0.059459	0.016216	0.043243	0.032432	0.054054	0.075676	0.075676	0.075676	0.021622	0.032432	0.07027	0.172973	0.416216	0.167568	0.135135	0.605405	0.324324	0.324324	0.232432	22148.2	8	-0.2091	0.2486	0.2571	-0.0178	0.3144	47.51	-1.0973	7.22	0.1351	0.4162	0.005435	0.005435	0.01087	0.0	0.0	0.0	0.005435	0.0
contig_1_s+_f0_orf37	0.10303	0.018182	0.072727	0.066667	0.030303	0.012121	0.084848	0.090909	0.078788	0.072727	0.066667	0.012121	0.036364	0.018182	0.10303	0.012121	0.012121	0.042424	0.048485	0.018182	0.127273	0.321212	0.309091	0.09697	0.478788	0.50303	0.406061	0.145455	20170.7	21	-0.1048	0.4545	0.1755	-0.2907	0.302	86.42	-0.4788	7.64	0.097	0.3273	0.0	0.0	0.012195	0.006098	0.018293	0.0	0.006098	0.006098
contig_3_s+_f1_orf153	0.039326	0.044944	0.061798	0.039326	0.033708	0.067416	0.089888	0.039326	0.050562	0.044944	0.050562	0.05618	0.044944	0.039326	0.033708	0.101124	0.039326	0.02809	0.022472	0.073034	0.207865	0.483146	0.151685	0.129213	0.55618	0.370787	0.275281	0.331461	20691.7	13	-0.0621	0.2584	0.2127	-0.1487	0.2272	44.94	-0.8079	7.37	0.1292	0.382	0.00565	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_1_s-_f0_orf428	0.047368	0.047368	0.063158	0.047368	0.031579	0.057895	0.042105	0.047368	0.042105	0.047368	0.057895	0.047368	0.047368	0.036842	0.057895	0.015789	0.047368	0.073684	0.089474	0.052632	0.121053	0.447368	0.215789	0.173684	0.447368	0.5	0.252632	0.231579	23113.2	6	0.0407	0.3947	0.1335	-0.3584	0.0936	63.05	-0.43	7.16	0.1737	0.2947	0.005291	0.005291	0.005291	0.005291	0.005291	0.0	0.005291	0.010582
contig_3_s-_f0_orf556	0.055556	0.033333	0.044444	0.055556	0.055556	0.055556	0.066667	0.022222	0.055556	0.044444	0.066667	0.055556	0.044444	0.011111	0.011111	0.055556	0.044444	0.066667	0.111111	0.044444	0.166667	0.455556	0.188889	0.211111	0.433333	0.522222	0.233333	0.255556	10931.8	3	0.152	0.4222	0.0244	-0.4299	0.0236	50.89	-0.3756	7.17	0.2111	0.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011236
contig_6_s-_f1_orf590	0.043011	0.010753	0.032258	0.053763	0.021505	0.032258	0.075269	0.043011	0.053763	0.032258	0.075269	0.075269	0.053763	0.032258	0.075269	0.053763	0.107527	0.053763	0.032258	0.043011	0.129032	0.462366	0.172043	0.096774	0.569892	0.387097	0.290323	0.247312	11088.0	11	-0.1568	0.3011	0.1792	-0.1531	0.2722	49.25	-0.9194	7.59	0.0968	0.3226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s+_f0_orf15	0.084034	0.042017	0.092437	0.109244	0.042017	0.016807	0.084034	0.067227	0.067227	0.016807	0.084034	0.033613	0.016807	0.016807	0.084034	0.033613	0.008403	0.05042	0.042017	0.008403	0.134454	0.378151	0.218487	0.092437	0.571429	0.420168	0.436975	0.193277	14485.8	4	-0.1787	0.3866	0.3312	-0.1076	0.432	55.8	-0.795	7.17	0.0924	0.3445	0.0	0.0	0.016949	0.0	0.016949	0.0	0.008475	0.008475
contig_5_s+_f0_orf125	0.056497	0.062147	0.062147	0.028249	0.028249	0.050847	0.062147	0.039548	0.090395	0.045198	0.039548	0.028249	0.028249	0.067797	0.050847	0.050847	0.039548	0.050847	0.067797	0.050847	0.158192	0.429379	0.19209	0.146893	0.542373	0.40678	0.293785	0.220339	21284.2	20	-0.0914	0.3277	0.1766	-0.1937	0.1767	53.45	-0.7192	7.56	0.1469	0.3729	0.0	0.0	0.005682	0.0	0.0	0.011364	0.0	0.0
contig_1_s-_f2_orf316	0.08642	0.037037	0.037037	0.074074	0.024691	0.037037	0.024691	0.061728	0.049383	0.074074	0.098765	0.024691	0.012346	0.074074	0.012346	0.098765	0.024691	0.037037	0.037037	0.074074	0.222222	0.395062	0.259259	0.135802	0.45679	0.469136	0.197531	0.209877	9475.4	-2	0.1246	0.4198	0.1711	-0.3704	0.1301	72.35	-0.1025	6.88	0.1358	0.4321	0.0	0.0	0.0125	0.0	0.0125	0.0	0.0	0.0
contig_1_s-_f1_orf103	0.032967	0.016484	0.049451	0.065934	0.049451	0.049451	0.038462	0.049451	0.071429	0.06044	0.06044	0.06044	0.027473	0.043956	0.049451	0.038462	0.049451	0.076923	0.043956	0.065934	0.120879	0.401099	0.21978	0.159341	0.483516	0.450549	0.274725	0.225275	22035.0	8	-0.0169	0.3736	0.165	-0.3098	0.1701	68.46	-0.5187	7.22	0.1593	0.3297	0.005525	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s+_f1_orf467	0.045226	0.045226	0.080402	0.025126	0.030151	0.045226	0.065327	0.050251	0.045226	0.065327	0.050251	0.035176	0.065327	0.070352	0.050251	0.030151	0.055276	0.045226	0.055276	0.045226	0.120603	0.447236	0.20603	0.130653	0.502513	0.452261	0.266332	0.256281	23779.8	11	-0.0248	0.3417	0.1751	-0.2606	0.1741	62.71	-0.6055	7.28	0.1307	0.3266	0.005051	0.0	0.0	0.005051	0.010101	0.005051	0.005051	0.0
contig_4_s-_f2_orf538	0.079545	0.073864	0.045455	0.045455	0.039773	0.045455	0.0625	0.045455	0.034091	0.0625	0.034091	0.073864	0.022727	0.028409	0.0625	0.056818	0.045455	0.056818	0.051136	0.034091	0.181818	0.5	0.244318	0.125	0.528409	0.4375	0.25	0.244318	20564.2	12	0.002	0.3693	0.1456	-0.2574	0.1707	66.53	-0.3278	7.34	0.125	0.3125	0.0	0.0	0.005714	0.011429	0.0	0.0	0.0	0.0
contig_1_s+_f2_orf571	0.05036	0.064748	0.05036	0.05036	0.021583	0.071942	0.05036	0.043165	0.057554	0.05036	0.079137	0.043165	0.014388	0.093525	0.057554	0.05036	0.043165	0.028777	0.05036	0.028777	0.172662	0.417266	0.172662	0.100719	0.561151	0.410072	0.266187	0.230216	16426.8	9	-0.1042	0.3237	0.3239	-0.1648	0.2295	49.86	-0.7108	7.32	0.1007	0.3885	0.0	0.0	0.0	0.007246	0.0	0.0	0.007246	0.0
contig_2_s-_f0_orf76	0.027778	0.013889	0.083333	0.097222	0.041667	0.041667	0.069444	0.041667	0.069444	0.069444	0.083333	0.0	0.055556	0.013889	0.069444	0.041667	0.013889	0.055556	0.111111	0.0	0.111111	0.333333	0.194444	0.152778	0.472222	0.527778	0.388889	0.222222	9035.0	2	-0.0426	0.4306	0.3772	-0.3506	0.2197	62.22	-0.6903	7.14	0.1528	0.3472	0.0	0.0	0.014085	0.014085	0.0	0.0	0.0	0.0
contig_1_s+_f2_orf509	0.044304	0.06962	0.044304	0.075949	0.063291	0.037975	0.050633	0.044304	0.063291	0.044304	0.056962	0.037975	0.063291	0.025316	0.031646	0.050633	0.018987	0.075949	0.056962	0.044304	0.132911	0.443038	0.208861	0.164557	0.468354	0.487342	0.265823	0.234177	18918.9	4	0.0805	0.3861	0.2215	-0.3453	0.1729	61.01	-0.2468	7.13	0.1646	0.3608	0.0	0.0	0.006369	0.0	0.006369	0.006369	0.006369	0.006369
contig_3_s-_f1_orf433	0.025	0.04375	0.0625	0.04375	0.025	0.06875	0.03125	0.05625	0.05	0.0625	0.05625	0.05625	0.06875	0.03125	0.075	0.03125	0.05	0.05625	0.03125	0.075	0.125	0.4625	0.2	0.13125	0.475	0.45	0.2625	0.2875	18971.6	8	-0.0598	0.3125	0.136	-0.2512	0.1867	65.12	-0.5756	7.25	0.1313	0.3187	0.006289	0.0	0.006289	0.006289	0.0	0.0	0.006289	0.0
contig_6_s-_f2_orf582	0.078947	0.078947	0.052632	0.026316	0.052632	0.026316	0.078947	0.052632	0.026316	0.078947	0.078947	0.026316	0.052632	0.052632	0.105263	0.078947	0.026316	0.0	0.0	0.026316	0.184211	0.421053	0.210526	0.078947	0.552632	0.421053	0.289474	0.236842	4465.0	5	-0.1179	0.3421	0.1869	-0.2176	0.2539	59.21	-0.4184	7.66	0.0789	0.3421	0.0	0.0	0.0	0.0	0.027027	0.0	0.0	0.0
contig_1_s-_f1_orf318	0.066667	0.066667	0.04	0.066667	0.093333	0.026667	0.0	0.093333	0.066667	0.026667	0.026667	0.066667	0.053333	0.066667	0.053333	0.053333	0.053333	0.04	0.0	0.04	0.146667	0.466667	0.226667	0.133333	0.533333	0.426667	0.226667	0.24	8709.5	1	-0.0225	0.3467	0.1512	-0.1976	0.2355	65.07	-0.28	7.07	0.1333	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013514
contig_1_s-_f0_orf302	0.037037	0.037037	0.061728	0.061728	0.024691	0.08642	0.037037	0.074074	0.049383	0.049383	0.061728	0.037037	0.012346	0.049383	0.037037	0.061728	0.049383	0.061728	0.074074	0.037037	0.185185	0.444444	0.222222	0.135802	0.481481	0.481481	0.246914	0.259259	9529.2	0	0.0681	0.3827	0.2	-0.3391	0.1356	69.75	-0.3395	7.0	0.1358	0.358	0.0125	0.0125	0.0	0.0125	0.0	0.025	0.0	0.0
contig_1_s+_f1_orf597	0.030303	0.042424	0.030303	0.048485	0.042424	0.036364	0.072727	0.030303	0.09697	0.066667	0.072727	0.042424	0.030303	0.060606	0.066667	0.030303	0.030303	0.048485	0.078788	0.042424	0.09697	0.321212	0.175758	0.163636	0.521212	0.436364	0.315152	0.169697	20737.3	26	-0.109	0.3697	0.3048	-0.2997	0.1519	54.91	-0.7709	7.79	0.1636	0.3333	0.0	0.012195	0.0	0.012195	0.0	0.0	0.0	0.0
contig_3_s-_f0_orf317	0.096154	0.057692	0.038462	0.038462	0.038462	0.134615	0.019231	0.038462	0.076923	0.038462	0.057692	0.076923	0.0	0.0	0.019231	0.038462	0.038462	0.038462	0.057692	0.096154	0.269231	0.519231	0.211538	0.192308	0.403846	0.5	0.192308	0.288462	5922.2	2	0.1271	0.3654	0.2536	-0.3008	0.0248	50.77	-0.2596	7.19	0.1923	0.3846	0.0	0.0	0.0	0.0	0.019608	0.0	0.0	0.0
